"","state_po","county_name","county_fips","DEMOCRAT","REPUBLICAN","county","state","lon","lat","rMapState","rMapCounty","win"
"950","KS","LANE",20101,115,762,"Lane County","KS",-100.4557368,38.47889201,"kansas","lane","Donald Trump"
"951","KS","LEAVENWORTH",20103,13886,21610,"Leavenworth County","KS",-95.04857531,39.20592977,"kansas","leavenworth","Donald Trump"
"952","KS","LINCOLN",20105,266,1283,"Lincoln County","KS",-98.21075562,39.04119211,"kansas","lincoln","Donald Trump"
"953","KS","LINN",20107,896,4048,"Linn County","KS",-94.85373683,38.21523812,"kansas","linn","Donald Trump"
"954","KS","LOGAN",20109,186,1249,"Logan County","KS",-101.138997,38.92295415,"kansas","logan","Donald Trump"
"955","KS","LYON",20111,6055,7550,"Lyon County","KS",-96.1598997,38.44011179,"kansas","lyon","Donald Trump"
"956","KS","MCPHERSON",20113,4134,9964,"McPherson County","KS",-97.65206146,38.38304926,"kansas","mcpherson","Donald Trump"
"957","KS","MARION",20115,1516,4465,"Marion County","KS",-97.10463487,38.34777656,"kansas","marion","Donald Trump"
"958","KS","MARSHALL",20117,1259,3729,"Marshall County","KS",-96.52529953,39.77954552,"kansas","marshall","Donald Trump"
"959","KS","MEADE",20119,263,1523,"Meade County","KS",-100.3578743,37.23664066,"kansas","meade","Donald Trump"
"960","KS","MIAMI",20121,5247,12308,"Miami County","KS",-94.84743118,38.56561334,"kansas","miami","Donald Trump"
"961","KS","MITCHELL",20123,558,2504,"Mitchell County","KS",-98.20859405,39.38655676,"kansas","mitchell","Donald Trump"
"962","KS","MONTGOMERY",20125,3228,9931,"Montgomery County","KS",-95.75437251,37.20235642,"kansas","montgomery","Donald Trump"
"963","KS","MORRIS",20127,729,2124,"Morris County","KS",-96.64740286,38.675739,"kansas","morris","Donald Trump"
"964","KS","MORTON",20129,150,1034,"Morton County","KS",-101.8016306,37.19392923,"kansas","morton","Donald Trump"
"965","KS","NEMAHA",20131,927,4664,"Nemaha County","KS",-96.01580908,39.77994952,"kansas","nemaha","Donald Trump"
"966","KS","NEOSHO",20133,1796,4970,"Neosho County","KS",-95.31688151,37.5591911,"kansas","neosho","Donald Trump"
"967","KS","NESS",20135,149,1339,"Ness County","KS",-99.91039191,38.47630992,"kansas","ness","Donald Trump"
"968","KS","NORTON",20137,364,2007,"Norton County","KS",-99.9031683,39.78765354,"kansas","norton","Donald Trump"
"969","KS","OSAGE",20139,2136,5705,"Osage County","KS",-95.73989147,38.64564008,"kansas","osage","Donald Trump"
"970","KS","OSBORNE",20141,281,1629,"Osborne County","KS",-98.76095057,39.34538104,"kansas","osborne","Donald Trump"
"971","KS","OTTAWA",20143,506,2610,"Ottawa County","KS",-97.64990979,39.12185032,"kansas","ottawa","Donald Trump"
"972","KS","PAWNEE",20145,643,2045,"Pawnee County","KS",-99.23774314,38.17886228,"kansas","pawnee","Donald Trump"
"973","KS","PHILLIPS",20147,318,2418,"Phillips County","KS",-99.34705569,39.78219979,"kansas","phillips","Donald Trump"
"974","KS","POTTAWATOMIE",20149,3313,9452,"Pottawatomie County","KS",-96.33975572,39.36914975,"kansas","pottawatomie","Donald Trump"
"975","KS","PRATT",20151,933,3108,"Pratt County","KS",-98.7413904,37.63889199,"kansas","pratt","Donald Trump"
"976","KS","RAWLINS",20153,214,1261,"Rawlins County","KS",-101.0695702,39.7945316,"kansas","rawlins","Donald Trump"
"977","KS","RENO",20155,8886,18443,"Reno County","KS",-98.08451588,37.94555509,"kansas","reno","Donald Trump"
"978","KS","REPUBLIC",20157,424,2182,"Republic County","KS",-97.65532776,39.82150335,"kansas","republic","Donald Trump"
"979","KS","RICE",20159,965,3262,"Rice County","KS",-98.20165452,38.33972213,"kansas","rice","Donald Trump"
"980","KS","RILEY",20161,12765,11610,"Riley County","KS",-96.73798682,39.29053277,"kansas","riley","Joseph Biden"
"981","KS","ROOKS",20163,339,2325,"Rooks County","KS",-99.31939286,39.35068226,"kansas","rooks","Donald Trump"
"982","KS","RUSH",20165,295,1350,"Rush County","KS",-99.30562716,38.51850737,"kansas","rush","Donald Trump"
"983","KS","RUSSELL",20167,600,2790,"Russell County","KS",-98.76396853,38.91109279,"kansas","russell","Donald Trump"
"984","KS","SALINE",20169,8214,15722,"Saline County","KS",-97.65320369,38.77507801,"kansas","saline","Donald Trump"
"985","KS","SCOTT",20171,299,2014,"Scott County","KS",-100.9020929,38.48215536,"kansas","scott","Donald Trump"
"986","KS","SEDGWICK",20173,95870,122416,"Sedgwick County","KS",-97.46921956,37.66534986,"kansas","sedgwick","Donald Trump"
"987","KS","SEWARD",20175,1833,3372,"Seward County","KS",-100.8467972,37.19498988,"kansas","seward","Donald Trump"
"988","KS","SHAWNEE",20177,43015,40443,"Shawnee County","KS",-95.76447874,39.04181644,"kansas","shawnee","Joseph Biden"
"989","KS","SHERIDAN",20179,147,1282,"Sheridan County","KS",-100.4386753,39.3575243,"kansas","sheridan","Donald Trump"
"990","KS","SHERMAN",20181,396,2269,"Sherman County","KS",-101.7182037,39.35586868,"kansas","sherman","Donald Trump"
"991","KS","SMITH",20183,336,1763,"Smith County","KS",-98.78794317,39.78294811,"kansas","smith","Donald Trump"
"992","KS","STAFFORD",20185,357,1645,"Stafford County","KS",-98.71715817,38.02425117,"kansas","stafford","Donald Trump"
"993","KS","STANTON",20187,148,614,"Stanton County","KS",-101.7849235,37.56140198,"kansas","stanton","Donald Trump"
"994","KS","STEVENS",20189,237,1760,"Stevens County","KS",-101.3118333,37.19603453,"kansas","stevens","Donald Trump"
"995","KS","SUMNER",20191,2591,8105,"Sumner County","KS",-97.49024139,37.22396567,"kansas","sumner","Donald Trump"
"996","KS","THOMAS",20193,625,3130,"Thomas County","KS",-101.0480529,39.36165545,"kansas","thomas","Donald Trump"
"997","KS","TREGO",20195,242,1363,"Trego County","KS",-99.87656647,38.91854047,"kansas","trego","Donald Trump"
"998","KS","WABAUNSEE",20197,964,2845,"Wabaunsee County","KS",-96.20649033,38.94046618,"kansas","wabaunsee","Donald Trump"
"999","KS","WALLACE",20199,44,770,"Wallace County","KS",-101.7633673,38.91555916,"kansas","wallace","Donald Trump"
"1000","KS","WASHINGTON",20201,475,2363,"Washington County","KS",-97.09212428,39.77842354,"kansas","washington","Donald Trump"
"1001","KS","WICHITA",20203,149,808,"Wichita County","KS",-101.3442505,38.47811618,"kansas","wichita","Donald Trump"
"1002","KS","WILSON",20205,723,3153,"Wilson County","KS",-95.75353139,37.55953242,"kansas","wilson","Donald Trump"
"1003","KS","WOODSON",20207,294,1228,"Woodson County","KS",-95.74993891,37.88145568,"kansas","woodson","Donald Trump"
"1004","KS","WYANDOTTE",20209,36788,18934,"Wyandotte County","KS",-94.76918047,39.12491433,"kansas","wyandotte","Joseph Biden"
"1005","KY","ADAIR",21001,1392,7276,"Adair County","KY",-85.29510412,37.09057595,"kentucky","adair","Donald Trump"
"1006","KY","ALLEN",21003,1642,7586,"Allen County","KY",-86.18394611,36.7576737,"kentucky","allen","Donald Trump"
"1007","KY","ANDERSON",21005,3347,9657,"Anderson County","KY",-84.99356065,38.00041427,"kentucky","anderson","Donald Trump"
"1008","KY","BALLARD",21007,825,3356,"Ballard County","KY",-89.0023756,37.07297069,"kentucky","ballard","Donald Trump"
"1009","KY","BARREN",21009,5127,14654,"Barren County","KY",-85.92843237,36.9724301,"kentucky","barren","Donald Trump"
"1010","KY","BATH",21011,1573,3986,"Bath County","KY",-83.73501138,38.1533696,"kentucky","bath","Donald Trump"
"1011","KY","BELL",21013,1789,8140,"Bell County","KY",-83.6757744,36.72599876,"kentucky","bell","Donald Trump"
"1012","KY","BOONE",21015,20897,44811,"Boone County","KY",-84.72910424,38.96432684,"kentucky","boone","Donald Trump"
"1013","KY","BOURBON",21017,3296,6190,"Bourbon County","KY",-84.21118762,38.20599412,"kentucky","bourbon","Donald Trump"
"1014","KY","BOYD",21019,7083,14295,"Boyd County","KY",-82.67732013,38.36328298,"kentucky","boyd","Donald Trump"
"1015","KY","BOYLE",21021,5298,8872,"Boyle County","KY",-84.87000609,37.62283544,"kentucky","boyle","Donald Trump"
"1016","KY","BRACKEN",21023,800,3398,"Bracken County","KY",-84.08720463,38.69635004,"kentucky","bracken","Donald Trump"
"1017","KY","BREATHITT",21025,1301,4265,"Breathitt County","KY",-83.31599408,37.52530166,"kentucky","breathitt","Donald Trump"
"1018","KY","BRECKINRIDGE",21027,2350,7701,"Breckinridge County","KY",-86.43526227,37.78521708,"kentucky","breckinridge","Donald Trump"
"1019","KY","BULLITT",21029,10551,30708,"Bullitt County","KY",-85.69815512,37.96743528,"kentucky","bullitt","Donald Trump"
"1020","KY","BUTLER",21031,1079,4960,"Butler County","KY",-86.67427775,37.2084993,"kentucky","butler","Donald Trump"
"1021","KY","CALDWELL",21033,1433,4906,"Caldwell County","KY",-87.86305395,37.14229907,"kentucky","caldwell","Donald Trump"
"1022","KY","CALLOWAY",21035,5794,11351,"Calloway County","KY",-88.27037413,36.62484397,"kentucky","calloway","Donald Trump"
"1023","KY","CAMPBELL",21037,19373,28482,"Campbell County","KY",-84.37499867,38.95193944,"kentucky","campbell","Donald Trump"
"1024","KY","CARLISLE",21039,463,2159,"Carlisle County","KY",-88.96001838,36.86086279,"kentucky","carlisle","Donald Trump"
"1025","KY","CARROLL",21041,1116,2954,"Carroll County","KY",-85.13004202,38.65988336,"kentucky","carroll","Donald Trump"
"1026","KY","CARTER",21043,2642,8775,"Carter County","KY",-83.03434146,38.32122068,"kentucky","carter","Donald Trump"
"1027","KY","CASEY",21045,918,6179,"Casey County","KY",-84.93843823,37.29918461,"kentucky","casey","Donald Trump"
"1028","KY","CHRISTIAN",21047,8296,15080,"Christian County","KY",-87.48503111,36.89254854,"kentucky","christian","Donald Trump"
"1029","KY","CLARK",21049,6004,11811,"Clark County","KY",-84.14234359,37.97016321,"kentucky","clark","Donald Trump"
"1030","KY","CLAY",21051,831,6677,"Clay County","KY",-83.7101239,37.16505523,"kentucky","clay","Donald Trump"
"1031","KY","CLINTON",21053,603,4280,"Clinton County","KY",-85.13786471,36.72983687,"kentucky","clinton","Donald Trump"
"1032","KY","CRITTENDEN",21055,731,3451,"Crittenden County","KY",-88.10078193,37.3523095,"kentucky","crittenden","Donald Trump"
"1033","KY","CUMBERLAND",21057,508,2769,"Cumberland County","KY",-85.39900673,36.7916341,"kentucky","cumberland","Donald Trump"
"1034","KY","DAVIESS",21059,17283,31023,"Daviess County","KY",-87.08862321,37.73029199,"kentucky","daviess","Donald Trump"
"1035","KY","EDMONSON",21061,1227,4828,"Edmonson County","KY",-86.23543802,37.21123858,"kentucky","edmonson","Donald Trump"
"1036","KY","ELLIOTT",21063,712,2246,"Elliott County","KY",-83.09710892,38.11574565,"kentucky","elliott","Donald Trump"
"1037","KY","ESTILL",21065,1355,5100,"Estill County","KY",-83.96132227,37.69163301,"kentucky","estill","Donald Trump"
"1038","KY","FAYETTE",21067,90566,58845,"Fayette County","KY",-84.45620435,38.03819601,"kentucky","fayette","Joseph Biden"
"1039","KY","FLEMING",21069,1474,5534,"Fleming County","KY",-83.68285734,38.37367748,"kentucky","fleming","Donald Trump"
"1040","KY","FLOYD",21071,3884,12250,"Floyd County","KY",-82.73618337,37.56400199,"kentucky","floyd","Donald Trump"
"1041","KY","FRANKLIN",21073,12650,12900,"Franklin County","KY",-84.8770812,38.22962421,"kentucky","franklin","Donald Trump"
"1042","KY","FULTON",21075,791,1605,"Fulton County","KY",-89.12466197,36.5753837,"kentucky","fulton","Donald Trump"
"1043","KY","GALLATIN",21077,822,2955,"Gallatin County","KY",-84.85537997,38.74610906,"kentucky","gallatin","Donald Trump"
"1044","KY","GARRARD",21079,1830,6754,"Garrard County","KY",-84.53664416,37.64043306,"kentucky","garrard","Donald Trump"
"1045","KY","GRANT",21081,2205,8725,"Grant County","KY",-84.61416067,38.64046869,"kentucky","grant","Donald Trump"
"1046","KY","GRAVES",21083,3559,13206,"Graves County","KY",-88.64756896,36.7260599,"kentucky","graves","Donald Trump"
"1047","KY","GRAYSON",21085,2400,9453,"Grayson County","KY",-86.34390507,37.47059056,"kentucky","grayson","Donald Trump"
"1048","KY","GREEN",21087,920,4838,"Green County","KY",-85.56519099,37.26667943,"kentucky","green","Donald Trump"
"1049","KY","GREENUP",21089,4873,13064,"Greenup County","KY",-82.90827882,38.54866195,"kentucky","greenup","Donald Trump"
"1050","KY","HANCOCK",21091,1351,3145,"Hancock County","KY",-86.7832682,37.84741006,"kentucky","hancock","Donald Trump"
"1051","KY","HARDIN",21093,18101,29832,"Hardin County","KY",-85.9713996,37.7030117,"kentucky","hardin","Donald Trump"
"1052","KY","HARLAN",21095,1494,9367,"Harlan County","KY",-83.20958433,36.85789807,"kentucky","harlan","Donald Trump"
"1053","KY","HARRISON",21097,2400,6334,"Harrison County","KY",-84.33002821,38.4375269,"kentucky","harrison","Donald Trump"
"1054","KY","HART",21099,1908,6345,"Hart County","KY",-85.88776269,37.30398098,"kentucky","hart","Donald Trump"
"1055","KY","HENDERSON",21101,7639,12730,"Henderson County","KY",-87.57326575,37.7950343,"kentucky","henderson","Donald Trump"
"1056","KY","HENRY",21103,2142,5843,"Henry County","KY",-85.12097967,38.43891795,"kentucky","henry","Donald Trump"
"1057","KY","HICKMAN",21105,458,1714,"Hickman County","KY",-88.92755739,36.67895115,"kentucky","hickman","Donald Trump"
"1058","KY","HOPKINS",21107,5439,15757,"Hopkins County","KY",-87.54117165,37.30823437,"kentucky","hopkins","Donald Trump"
"1059","KY","JACKSON",21109,605,5453,"Jackson County","KY",-84.00309632,37.42208007,"kentucky","jackson","Donald Trump"
"1060","KY","JEFFERSON",21111,228288,150619,"Jefferson County","KY",-85.66449659,38.18006673,"kentucky","jefferson","Joseph Biden"
"1061","KY","JESSAMINE",21113,8567,17096,"Jessamine County","KY",-84.57914246,37.87051822,"kentucky","jessamine","Donald Trump"
"1062","KY","JOHNSON",21115,1608,8450,"Johnson County","KY",-82.82590002,37.84707824,"kentucky","johnson","Donald Trump"
"1063","KY","KENTON",21117,32265,48123,"Kenton County","KY",-84.52886045,38.93005566,"kentucky","kenton","Donald Trump"
"1064","KY","KNOTT",21119,1412,4779,"Knott County","KY",-82.94948091,37.36149017,"kentucky","knott","Donald Trump"
"1065","KY","KNOX",21121,2114,11012,"Knox County","KY",-83.84938964,36.89654466,"kentucky","knox","Donald Trump"
"1066","KY","LARUE",21123,1504,5685,"Larue County","KY",-85.70961845,37.5479588,"kentucky","larue","Donald Trump"
"1067","KY","LAUREL",21125,4474,23234,"Laurel County","KY",-84.11087746,37.11301511,"kentucky","laurel","Donald Trump"
"1068","KY","LAWRENCE",21127,1238,5633,"Lawrence County","KY",-82.7269436,38.06793046,"kentucky","lawrence","Donald Trump"
"1069","KY","LEE",21129,459,2159,"Lee County","KY",-83.70456896,37.59847651,"kentucky","lee","Donald Trump"
"1070","KY","LESLIE",21131,446,4321,"Leslie County","KY",-83.37423628,37.0961803,"kentucky","leslie","Donald Trump"
"1071","KY","LETCHER",21133,1799,7226,"Letcher County","KY",-82.84893879,37.1263544,"kentucky","letcher","Donald Trump"
"1072","KY","LEWIS",21135,823,4986,"Lewis County","KY",-83.36982192,38.53987123,"kentucky","lewis","Donald Trump"
"1073","KY","LINCOLN",21137,2254,8489,"Lincoln County","KY",-84.66363418,37.45816177,"kentucky","lincoln","Donald Trump"
"1074","KY","LIVINGSTON",21139,939,4010,"Livingston County","KY",-88.35929922,37.20580767,"kentucky","livingston","Donald Trump"
"1075","KY","LOGAN",21141,3094,9067,"Logan County","KY",-86.87599199,36.85647057,"kentucky","logan","Donald Trump"
"1076","KY","LYON",21143,1092,3100,"Lyon County","KY",-88.0769221,37.01500475,"kentucky","lyon","Donald Trump"
"1077","KY","MCCRACKEN",21145,11190,21820,"McCracken County","KY",-88.71077515,37.06024395,"kentucky","mccracken","Donald Trump"
"1078","KY","MCCREARY",21147,725,5664,"McCreary County","KY",-84.48122274,36.74241314,"kentucky","mccreary","Donald Trump"
"1079","KY","MCLEAN",21149,1074,3633,"McLean County","KY",-87.26682311,37.52714689,"kentucky","mclean","Donald Trump"
"1080","KY","MADISON",21151,15580,27353,"Madison County","KY",-84.27579959,37.72066779,"kentucky","madison","Donald Trump"
"1081","KY","MAGOFFIN",21153,1213,4174,"Magoffin County","KY",-83.05571241,37.70679357,"kentucky","magoffin","Donald Trump"
"1082","KY","MARION",21155,2722,6113,"Marion County","KY",-85.27650571,37.55786754,"kentucky","marion","Donald Trump"
"1083","KY","MARSHALL",21157,4071,13297,"Marshall County","KY",-88.32570868,36.88036773,"kentucky","marshall","Donald Trump"
"1084","KY","MARTIN",21159,403,3496,"Martin County","KY",-82.5066808,37.80310085,"kentucky","martin","Donald Trump"
"1085","KY","MASON",21161,2362,5477,"Mason County","KY",-83.80855092,38.60093344,"kentucky","mason","Donald Trump"
"1086","KY","MEADE",21163,3632,10184,"Meade County","KY",-86.21548956,37.98389928,"kentucky","meade","Donald Trump"
"1087","KY","MENIFEE",21165,750,2311,"Menifee County","KY",-83.59809959,37.94803438,"kentucky","menifee","Donald Trump"
"1088","KY","MERCER",21167,3033,8506,"Mercer County","KY",-84.87548633,37.81016981,"kentucky","mercer","Donald Trump"
"1089","KY","METCALFE",21169,975,3959,"Metcalfe County","KY",-85.63591424,36.99509727,"kentucky","metcalfe","Donald Trump"
"1090","KY","MONROE",21171,657,4628,"Monroe County","KY",-85.72022687,36.71435791,"kentucky","monroe","Donald Trump"
"1091","KY","MONTGOMERY",21173,3630,8993,"Montgomery County","KY",-83.90696822,38.03368988,"kentucky","montgomery","Donald Trump"
"1092","KY","MORGAN",21175,1172,4297,"Morgan County","KY",-83.25171571,37.91605796,"kentucky","morgan","Donald Trump"
"1093","KY","MUHLENBERG",21177,3544,10496,"Muhlenberg County","KY",-87.13998924,37.21292521,"kentucky","muhlenberg","Donald Trump"
"1094","KY","NELSON",21179,7188,15703,"Nelson County","KY",-85.48539664,37.80884815,"kentucky","nelson","Donald Trump"
"1095","KY","NICHOLAS",21181,955,2408,"Nicholas County","KY",-84.00499579,38.33786591,"kentucky","nicholas","Donald Trump"
"1096","KY","OHIO",21183,2404,8582,"Ohio County","KY",-86.84910082,37.47762737,"kentucky","ohio","Donald Trump"
"1097","KY","OLDHAM",21185,14504,22651,"Oldham County","KY",-85.45562022,38.39207606,"kentucky","oldham","Donald Trump"
"1098","KY","OWEN",21187,1098,4292,"Owen County","KY",-84.82059771,38.5073583,"kentucky","owen","Donald Trump"
"1099","KY","OWSLEY",21189,216,1670,"Owsley County","KY",-83.67912586,37.4224626,"kentucky","owsley","Donald Trump"
"1100","KY","PENDLETON",21191,1322,5515,"Pendleton County","KY",-84.35151201,38.69043897,"kentucky","pendleton","Donald Trump"
"1101","KY","PERRY",21193,2350,8118,"Perry County","KY",-83.21290195,37.24743952,"kentucky","perry","Donald Trump"
"1102","KY","PIKE",21195,4862,20279,"Pike County","KY",-82.39106504,37.46856842,"kentucky","pike","Donald Trump"
"1103","KY","POWELL",21197,1367,4041,"Powell County","KY",-83.82189769,37.83165515,"kentucky","powell","Donald Trump"
"1104","KY","PULASKI",21199,5664,25441,"Pulaski County","KY",-84.55974522,37.11016069,"kentucky","pulaski","Donald Trump"
"1105","KY","ROBERTSON",21201,253,884,"Robertson County","KY",-84.03613239,38.5159132,"kentucky","robertson","Donald Trump"
"1106","KY","ROCKCASTLE",21203,1134,6577,"Rockcastle County","KY",-84.31356537,37.36667839,"kentucky","rockcastle","Donald Trump"
"1107","KY","ROWAN",21205,3880,5994,"Rowan County","KY",-83.40300416,38.20078964,"kentucky","rowan","Donald Trump"
"1108","KY","RUSSELL",21207,1329,7506,"Russell County","KY",-85.06582799,36.97942769,"kentucky","russell","Donald Trump"
"1109","KY","SCOTT",21209,10564,17764,"Scott County","KY",-84.57916794,38.28550968,"kentucky","scott","Donald Trump"
"1110","KY","SHELBY",21211,8076,15054,"Shelby County","KY",-85.19749765,38.20671709,"kentucky","shelby","Donald Trump"
"1111","KY","SIMPSON",21213,2681,5888,"Simpson County","KY",-86.57965684,36.74143972,"kentucky","simpson","Donald Trump"
"1112","KY","SPENCER",21215,2530,8737,"Spencer County","KY",-85.32333001,38.02707406,"kentucky","spencer","Donald Trump"
"1113","KY","TAYLOR",21217,2961,9376,"Taylor County","KY",-85.33666884,37.36016596,"kentucky","taylor","Donald Trump"
"1114","KY","TODD",21219,1202,4060,"Todd County","KY",-87.17535615,36.83409963,"kentucky","todd","Donald Trump"
"1115","KY","TRIGG",21221,1791,5487,"Trigg County","KY",-87.87012333,36.80380461,"kentucky","trigg","Donald Trump"
"1116","KY","TRIMBLE",21223,1012,3227,"Trimble County","KY",-85.34504415,38.60319348,"kentucky","trimble","Donald Trump"
"1117","KY","UNION",21225,1529,4965,"Union County","KY",-87.94461445,37.65477554,"kentucky","union","Donald Trump"
"1118","KY","WARREN",21227,22477,31790,"Warren County","KY",-86.42019692,36.99772179,"kentucky","warren","Donald Trump"
"1119","KY","WASHINGTON",21229,1644,4482,"Washington County","KY",-85.17838398,37.76012736,"kentucky","washington","Donald Trump"
"1120","KY","WAYNE",21231,1700,7430,"Wayne County","KY",-84.82435023,36.8061113,"kentucky","wayne","Donald Trump"
"1121","KY","WEBSTER",21233,1412,4506,"Webster County","KY",-87.6795911,37.51682334,"kentucky","webster","Donald Trump"
"1122","KY","WHITLEY",21235,2552,12567,"Whitley County","KY",-84.14595002,36.75885973,"kentucky","whitley","Donald Trump"
"1123","KY","WOLFE",21237,839,2097,"Wolfe County","KY",-83.48718651,37.74010808,"kentucky","wolfe","Donald Trump"
"1124","KY","WOODFORD",21239,6530,8362,"Woodford County","KY",-84.74345496,38.03532279,"kentucky","woodford","Donald Trump"
"1125","LA","ACADIA",22001,5443,22596,"Acadia Parish","LA",-92.4071602,30.29909197,"louisiana","acadia","Donald Trump"
"1126","LA","ALLEN",22003,2108,7574,"Allen Parish","LA",-92.82364154,30.65532115,"louisiana","allen","Donald Trump"
"1127","LA","ASCENSION",22005,20399,40687,"Ascension Parish","LA",-90.91370894,30.20234408,"louisiana","ascension","Donald Trump"
"1128","LA","ASSUMPTION",22007,3833,7271,"Assumption Parish","LA",-91.06609594,29.90319251,"louisiana","assumption","Donald Trump"
"1129","LA","AVOYELLES",22009,4979,12028,"Avoyelles Parish","LA",-92.00565095,31.08009139,"louisiana","avoyelles","Donald Trump"
"1130","LA","BEAUREGARD",22011,2542,13575,"Beauregard Parish","LA",-93.34896275,30.65511219,"louisiana","beauregard","Donald Trump"
"1131","LA","BIENVILLE",22013,3067,3891,"Bienville Parish","LA",-93.04846889,32.35019442,"louisiana","bienville","Donald Trump"
"1132","LA","BOSSIER",22015,15662,38074,"Bossier Parish","LA",-93.60464644,32.68136443,"louisiana","bossier","Donald Trump"
"1133","LA","CADDO",22017,55110,48021,"Caddo Parish","LA",-93.88843278,32.59124739,"louisiana","caddo","Joseph Biden"
"1134","LA","CALCASIEU",22019,25982,55066,"Calcasieu Parish","LA",-93.3489357,30.23697581,"louisiana","calcasieu","Donald Trump"
"1135","LA","CALDWELL",22021,745,3976,"Caldwell Parish","LA",-92.12040614,32.08995384,"louisiana","caldwell","Donald Trump"
"1136","LA","CAMERON",22023,324,3671,"Cameron Parish","LA",-93.18902017,29.89038338,"louisiana","cameron","Donald Trump"
"1137","LA","CATAHOULA",22025,1269,3541,"Catahoula Parish","LA",-91.84924091,31.66600913,"louisiana","catahoula","Donald Trump"
"1138","LA","CLAIBORNE",22027,2731,3770,"Claiborne Parish","LA",-92.99514158,32.82545749,"louisiana","claiborne","Donald Trump"
"1139","LA","CONCORDIA",22029,3177,5550,"Concordia Parish","LA",-91.64186388,31.45513543,"louisiana","concordia","Donald Trump"
"1140","LA","DE SOTO",22031,5457,9112,"De Soto Parish","LA",-93.73826917,32.06573856,"louisiana","de soto","Donald Trump"
"1141","LA","EAST BATON ROUGE",22033,115577,88420,"East Baton Rouge Parish","LA",-91.09814406,30.53617953,"louisiana","east baton rouge","Joseph Biden"
"1142","LA","EAST CARROLL",22035,1900,1080,"East Carroll Parish","LA",-91.24474298,32.72371326,"louisiana","east carroll","Joseph Biden"
"1143","LA","EAST FELICIANA",22037,4280,6064,"East Feliciana Parish","LA",-91.0461,30.84534051,"louisiana","east feliciana","Donald Trump"
"1144","LA","EVANGELINE",22039,4158,11053,"Evangeline Parish","LA",-92.40451479,30.73356046,"louisiana","evangeline","Donald Trump"
"1145","LA","FRANKLIN",22041,2658,6970,"Franklin Parish","LA",-91.67689816,32.13571596,"louisiana","franklin","Donald Trump"
"1146","LA","GRANT",22043,1157,8117,"Grant Parish","LA",-92.5545857,31.60365383,"louisiana","grant","Donald Trump"
"1147","LA","IBERIA",22045,11027,21251,"Iberia Parish","LA",-91.69699186,29.96958375,"louisiana","iberia","Donald Trump"
"1148","LA","IBERVILLE",22047,8514,7893,"Iberville Parish","LA",-91.36086306,30.25897838,"louisiana","iberville","Joseph Biden"
"1149","LA","JACKSON",22049,2143,5394,"Jackson Parish","LA",-92.55802667,32.30471516,"louisiana","jackson","Donald Trump"
"1150","LA","JEFFERSON",22051,84477,105949,"Jefferson Parish","LA",-90.11905457,29.71826592,"louisiana","jefferson","Donald Trump"
"1151","LA","JEFFERSON DAVIS",22053,3208,11423,"Jefferson Davis Parish","LA",-92.8074352,30.26984675,"louisiana","jefferson davis","Donald Trump"
"1152","LA","LAFAYETTE",22055,39685,72519,"Lafayette Parish","LA",-92.06025296,30.21321712,"louisiana","lafayette","Donald Trump"
"1153","LA","LAFOURCHE",22057,8672,36024,"Lafourche Parish","LA",-90.43568673,29.57472985,"louisiana","lafourche","Donald Trump"
"1154","LA","LA SALLE",22059,638,6378,"La Salle Parish","LA",-92.16436196,31.67836114,"louisiana","la salle","Donald Trump"
"1155","LA","LINCOLN",22061,7559,11311,"Lincoln Parish","LA",-92.66494598,32.60565502,"louisiana","lincoln","Donald Trump"
"1156","LA","LIVINGSTON",22063,9249,54877,"Livingston Parish","LA",-90.71901994,30.44130901,"louisiana","livingston","Donald Trump"
"1157","LA","MADISON",22065,2654,1930,"Madison Parish","LA",-91.24776713,32.37025036,"louisiana","madison","Joseph Biden"
"1158","LA","MOREHOUSE",22067,4946,6510,"Morehouse Parish","LA",-91.80790928,32.82221823,"louisiana","morehouse","Donald Trump"
"1159","LA","NATCHITOCHES",22069,6896,9358,"Natchitoches Parish","LA",-93.09186936,31.72667893,"louisiana","natchitoches","Donald Trump"
"1160","LA","ORLEANS",22071,147854,26664,"Orleans Parish","LA",-89.93310081,30.03442982,"louisiana","orleans","Joseph Biden"
"1161","LA","OUACHITA",22073,25913,42255,"Ouachita Parish","LA",-92.1593802,32.4833014,"louisiana","ouachita","Donald Trump"
"1162","LA","PLAQUEMINES",22075,3414,7412,"Plaquemines Parish","LA",-89.62420948,29.45011504,"louisiana","plaquemines","Donald Trump"
"1163","LA","POINTE COUPEE",22077,4683,7503,"Pointe Coupee Parish","LA",-91.60921251,30.71681253,"louisiana","pointe coupee","Donald Trump"
"1164","LA","RAPIDES",22079,19475,38347,"Rapides Parish","LA",-92.53011007,31.20510797,"louisiana","rapides","Donald Trump"
"1165","LA","RED RIVER",22081,1644,2413,"Red River Parish","LA",-93.33878346,32.0992281,"louisiana","red river","Donald Trump"
"1166","LA","RICHLAND",22083,3225,6607,"Richland Parish","LA",-91.7716887,32.42185812,"louisiana","richland","Donald Trump"
"1167","LA","SABINE",22085,1731,8776,"Sabine Parish","LA",-93.55608742,31.56954815,"louisiana","sabine","Donald Trump"
"1168","LA","ST. BERNARD",22087,6151,11179,"St. Bernard Parish","LA",-89.53591621,29.89684097,"louisiana","st bernard","Donald Trump"
